dimGraph;timeInt;
10000;0.092113;
10000;0.092902;
10000;0.092480;
10000;0.093315;
10000;0.096031;
10000;0.092565;
10000;0.092738;
10000;0.092407;
10000;0.096862;
10000;0.096733;
10000;0.091596;
10000;0.091956;
10000;0.092244;
10000;0.090212;
10000;0.096120;
10000;0.091958;
10000;0.092401;
10000;0.093415;
10000;0.097958;
10000;0.094381;
10000;0.093862;
10000;0.097241;
10000;0.094292;
10000;0.090891;
10000;0.091682;
10000;0.092408;
10000;0.093331;
10000;0.094113;
10000;0.093308;
10000;0.092718;
10000;0.094112;
10000;0.094820;
10000;0.094495;
10000;0.090408;
10000;0.091055;
10000;0.092916;
10000;0.092916;
10000;0.090528;
10000;0.093462;
10000;0.095065;
10000;0.089879;
10000;0.097273;
10000;0.092267;
10000;0.088597;
10000;0.091589;
10000;0.091623;
10000;0.091858;
10000;0.091987;
10000;0.094471;
10000;0.092514;
